Species,LifeStage,Return.Yr.,Strata,Location.Reach,Disposition,Spawned,Method,Abund.Mean,Abund.SD,Comment
Chum,Adult,2011,Gorge,Horsetail,Duncan_Hatchery,NA,NA,NA,NA,
Chum,Adult,2011,Gorge,Horsetail,Horsetail,NA,Live tagging,112,19.11,
Chum,Adult,2012,Gorge,Horsetail,Duncan_Channel,NA,Census,6,NA,
Chum,Adult,2012,Gorge,Horsetail,Duncan_Hatchery,TRUE,Census,8,NA,
Chum,Adult,2012,Gorge,Horsetail,Horsetail,NA,Live tagging,78,20.33,
Chum,Adult,2013,Gorge,Horsetail,Duncan_Channel,NA,Census,2,NA,
Chum,Adult,2013,Gorge,Horsetail,Duncan_Hatchery,TRUE,Census,2,NA,
Chum,Adult,2013,Gorge,Horsetail,Horsetail,NA,Live tagging,55,14.69,
Chum,Adult,2014,Gorge,Horsetail,Duncan_Channel,NA,NA,NA,NA,
Chum,Adult,2014,Gorge,Horsetail,Duncan_Hatchery,TRUE,Census,4,NA,
Chum,Adult,2014,Gorge,Horsetail,Horsetail,NA,Live tagging,71,13.62,
Chum,Adult,2015,Gorge,Horsetail,Duncan_Channel,NA,Census,6,NA,
Chum,Adult,2015,Gorge,Horsetail,Duncan_Hatchery,TRUE,Census,16,NA,
Chum,Adult,2015,Gorge,Horsetail,Horsetail,NA,Live tagging,398.385375,61.50442798,
Chum,Adult,2016,Gorge,Horsetail,Duncan_Channel,NA,Census,10,NA,
Chum,Adult,2016,Gorge,Horsetail,Duncan_Hatchery,TRUE,Census,19,NA,
Chum,Adult,2016,Gorge,Horsetail,Horsetail,NA,Live tagging,627,71.13,KB - changed back to M+F (minus removals)
Chum,Adult,2017,Gorge,Horsetail,Duncan_Channel,NA,Census,7,NA,
Chum,Adult,2017,Gorge,Horsetail,Duncan_Hatchery,TRUE,Census,2,NA,
Chum,Adult,2017,Gorge,Horsetail,Horsetail,NA,Live tagging,54.07475,13.07,
Chum,Adult,2018,Gorge,Horsetail,Duncan_Channel,NA,Census,4,NA,
Chum,Adult,2018,Gorge,Horsetail,Duncan_Hatchery,TRUE,Census,4,NA,
Chum,Adult,2018,Gorge,Horsetail,Horsetail,NA,Live tagging,312,44.41,
Chum,Adult,2002,Gorge,Ives,Duncan_Channel,NA,Census,50,NA,
Chum,Adult,2002,Gorge,Ives,Duncan_Hatchery,TRUE,Census,169,NA,
Chum,Adult,2002,Gorge,Ives,Ives,NA,Carc tagging,4110,68.46,
Chum,Adult,2003,Gorge,Ives,Duncan_Channel,NA,Census,15,NA,
Chum,Adult,2003,Gorge,Ives,Duncan_Hatchery,TRUE,Census,29,NA,
Chum,Adult,2003,Gorge,Ives,Ives,NA,Carc tagging,767,99.65,
Chum,Adult,2004,Gorge,Ives,Duncan_Channel,NA,Census,27,NA,
Chum,Adult,2004,Gorge,Ives,Duncan_Hatchery,NA,NA,NA,NA,
Chum,Adult,2004,Gorge,Ives,Ives,NA,Carc tagging,331,64.04,
Chum,Adult,2005,Gorge,Ives,Duncan_Channel,NA,Census,28,NA,
Chum,Adult,2005,Gorge,Ives,Duncan_Hatchery,TRUE,Census,6,NA,
Chum,Adult,2005,Gorge,Ives,Ives,NA,Carc tagging,255,32.47,
Chum,Adult,2006,Gorge,Ives,Duncan_Channel,NA,Census,22,NA,
Chum,Adult,2006,Gorge,Ives,Duncan_Hatchery,TRUE,Census,17,NA,
Chum,Adult,2006,Gorge,Ives,Ives,NA,Carc tagging,427,79.51,
Chum,Adult,2007,Gorge,Ives,Duncan_Channel,NA,Census,27,NA,
Chum,Adult,2007,Gorge,Ives,Duncan_Hatchery,NA,NA,NA,NA,
Chum,Adult,2007,Gorge,Ives,Ives,NA,Carc tagging,105,51.28,
Chum,Adult,2008,Gorge,Ives,Duncan_Channel,NA,Census,34,NA,
Chum,Adult,2008,Gorge,Ives,Duncan_Hatchery,NA,NA,NA,NA,
Chum,Adult,2008,Gorge,Ives,Ives,NA,Carc tagging,262,50.86,
Chum,Adult,2009,Gorge,Ives,Duncan_Channel,NA,Census,21,NA,
Chum,Adult,2009,Gorge,Ives,Duncan_Hatchery,TRUE,Census,12,NA,
Chum,Adult,2009,Gorge,Ives,Ives,NA,Carc tagging,138,29.63,
Chum,Adult,2010,Gorge,Ives,Duncan_Channel,NA,Census,23,NA,
Chum,Adult,2010,Gorge,Ives,Duncan_Hatchery,TRUE,Census,35,NA,
Chum,Adult,2010,Gorge,Ives,Ives,NA,Proportional,1198,NA,KB - 714 (SD 335.7) is carc estimate but 1198 (1212 - 58??) is live propotional est
Chum,Adult,2011,Gorge,Ives,Duncan_Channel,NA,Census,47,NA,
Chum,Adult,2011,Gorge,Ives,Duncan_Hatchery,TRUE,Census,36,NA,
Chum,Adult,2011,Gorge,Ives,Ives,NA,Proportional,956,NA,
Chum,Adult,2012,Gorge,Ives,Duncan_Channel,NA,Census,33,NA,
Chum,Adult,2012,Gorge,Ives,Duncan_Hatchery,TRUE,Census,37,NA,
Chum,Adult,2012,Gorge,Ives,Ives,NA,Proportional,1063,NA,
Chum,Adult,2013,Gorge,Ives,Duncan_Channel,NA,Census,41,NA,
Chum,Adult,2013,Gorge,Ives,Duncan_Hatchery,TRUE,Census,24,NA,
Chum,Adult,2013,Gorge,Ives,Ives,NA,Proportional,483,NA,
Chum,Adult,2014,Gorge,Ives,Duncan_Channel,NA,Census,48,NA,
Chum,Adult,2014,Gorge,Ives,Duncan_Hatchery,TRUE,Census,42,NA,
Chum,Adult,2014,Gorge,Ives,Ives,NA,Proportional,809,NA,
Chum,Adult,2015,Gorge,Ives,Duncan_Channel,NA,Census,14,NA,
Chum,Adult,2015,Gorge,Ives,Duncan_Hatchery,TRUE,Census,21,NA,
Chum,Adult,2015,Gorge,Ives,Ives,NA,Proportional,1307,NA,
Chum,Adult,2016,Gorge,Ives,Duncan_Channel,NA,Census,24,NA,
Chum,Adult,2016,Gorge,Ives,Duncan_Hatchery,TRUE,Census,48,NA,
Chum,Adult,2016,Gorge,Ives,Ives,NA,Proportional,1911,NA,
Chum,Adult,2017,Gorge,Ives,Duncan_Channel,NA,Census,28,NA,
Chum,Adult,2017,Gorge,Ives,Duncan_Hatchery,TRUE,Census,26,NA,
Chum,Adult,2017,Gorge,Ives,Ives,NA,Proportional,347,NA,
Chum,Adult,2018,Gorge,Ives,Duncan_Channel,NA,Census,45,NA,
Chum,Adult,2018,Gorge,Ives,Duncan_Hatchery,TRUE,Census,40,NA,
Chum,Adult,2018,Gorge,Ives,Ives,NA,Proportional,1639,NA,
Chum,Adult,2002,Gorge,Multnomah,Duncan_Channel,NA,NA,NA,NA,
Chum,Adult,2002,Gorge,Multnomah,Duncan_Hatchery,NA,NA,NA,NA,
Chum,Adult,2002,Gorge,Multnomah,Multnomah,NA,Live tagging,1627,301.17,
Chum,Adult,2003,Gorge,Multnomah,Duncan_Channel,NA,Census,18,NA,
Chum,Adult,2003,Gorge,Multnomah,Duncan_Hatchery,TRUE,Census,25,NA,
Chum,Adult,2003,Gorge,Multnomah,Multnomah,NA,Live tagging,1131,65.66,
Chum,Adult,2004,Gorge,Multnomah,Duncan_Channel,NA,Census,29,NA,
Chum,Adult,2004,Gorge,Multnomah,Duncan_Hatchery,NA,NA,NA,NA,
Chum,Adult,2004,Gorge,Multnomah,Multnomah,NA,Live tagging,704,47.53,
Chum,Adult,2005,Gorge,Multnomah,Duncan_Channel,NA,Census,9,NA,
Chum,Adult,2005,Gorge,Multnomah,Duncan_Hatchery,TRUE,Census,13,NA,
Chum,Adult,2005,Gorge,Multnomah,Multnomah,NA,Live tagging,192,20.85,
Chum,Adult,2006,Gorge,Multnomah,Duncan_Channel,NA,Census,7,NA,
Chum,Adult,2006,Gorge,Multnomah,Duncan_Hatchery,TRUE,Census,21,NA,
Chum,Adult,2006,Gorge,Multnomah,Multnomah,NA,Live tagging,293,28.49,
Chum,Adult,2007,Gorge,Multnomah,Duncan_Channel,NA,Census,3,NA,
Chum,Adult,2007,Gorge,Multnomah,Duncan_Hatchery,NA,NA,NA,NA,
Chum,Adult,2007,Gorge,Multnomah,Multnomah,NA,Live tagging,145,41.07,
Chum,Adult,2008,Gorge,Multnomah,Duncan_Channel,NA,Census,2,NA,
Chum,Adult,2008,Gorge,Multnomah,Duncan_Hatchery,NA,NA,NA,NA,
Chum,Adult,2008,Gorge,Multnomah,Multnomah,NA,Live tagging,29,12.26,
Chum,Adult,2009,Gorge,Multnomah,Duncan_Channel,NA,Census,3,NA,
Chum,Adult,2009,Gorge,Multnomah,Duncan_Hatchery,TRUE,Census,10,NA,
Chum,Adult,2009,Gorge,Multnomah,Multnomah,NA,Live tagging,93,21.06,
Chum,Adult,2010,Gorge,Multnomah,Duncan_Channel,NA,Census,2,NA,
Chum,Adult,2010,Gorge,Multnomah,Duncan_Hatchery,TRUE,Census,4,NA,
Chum,Adult,2010,Gorge,Multnomah,Multnomah,NA,Live tagging,452,45.72,
Chum,Adult,2011,Gorge,Multnomah,Duncan_Channel,NA,Census,13,NA,
Chum,Adult,2011,Gorge,Multnomah,Duncan_Hatchery,TRUE,Census,13,NA,
Chum,Adult,2011,Gorge,Multnomah,Multnomah,NA,Live tagging,621,46.82,
Chum,Adult,2012,Gorge,Multnomah,Duncan_Channel,NA,Census,7,NA,
Chum,Adult,2012,Gorge,Multnomah,Duncan_Hatchery,TRUE,Census,6,NA,
Chum,Adult,2012,Gorge,Multnomah,Multnomah,NA,Live tagging,107,18.53,
Chum,Adult,2013,Gorge,Multnomah,Duncan_Channel,NA,Census,5,NA,
Chum,Adult,2013,Gorge,Multnomah,Duncan_Hatchery,TRUE,Census,16,NA,
Chum,Adult,2013,Gorge,Multnomah,Multnomah,NA,Live tagging,201,22.97,
Chum,Adult,2014,Gorge,Multnomah,Duncan_Channel,NA,Census,11,NA,
Chum,Adult,2014,Gorge,Multnomah,Duncan_Hatchery,TRUE,Census,24,NA,
Chum,Adult,2014,Gorge,Multnomah,Multnomah,NA,Live tagging,299,26.73,
Chum,Adult,2015,Gorge,Multnomah,Duncan_Channel,NA,Census,8,NA,
Chum,Adult,2015,Gorge,Multnomah,Duncan_Hatchery,TRUE,Census,16,NA,
Chum,Adult,2015,Gorge,Multnomah,Multnomah,NA,Live tagging,1118,70.5,
Chum,Adult,2016,Gorge,Multnomah,Duncan_Channel,NA,Census,22,NA,
Chum,Adult,2016,Gorge,Multnomah,Duncan_Hatchery,TRUE,Census,20,NA,
Chum,Adult,2016,Gorge,Multnomah,Multnomah,NA,Live tagging,1120,92.98,
Chum,Adult,2017,Gorge,Multnomah,Duncan_Channel,NA,Census,15,NA,
Chum,Adult,2017,Gorge,Multnomah,Duncan_Hatchery,TRUE,Census,5,NA,
Chum,Adult,2017,Gorge,Multnomah,Multnomah,NA,Live tagging,73,13.068,
Chum,Adult,2018,Gorge,Multnomah,Duncan_Channel,NA,Census,6,NA,
Chum,Adult,2018,Gorge,Multnomah,Duncan_Hatchery,TRUE,Census,20,NA,
Chum,Adult,2018,Gorge,Multnomah,Multnomah,NA,Live tagging,368,42.69,
Chum,Adult,2002,Gorge,St_Cloud,Duncan_Channel,NA,NA,NA,NA,
Chum,Adult,2002,Gorge,St_Cloud,Duncan_Hatchery,NA,NA,NA,NA,
Chum,Adult,2002,Gorge,St_Cloud,St_Cloud,NA,Min #,2,NA,
Chum,Adult,2003,Gorge,St_Cloud,Duncan_Channel,NA,Census,21,NA,
Chum,Adult,2003,Gorge,St_Cloud,Duncan_Hatchery,TRUE,Census,20,NA,
Chum,Adult,2003,Gorge,St_Cloud,St_Cloud,NA,Live tagging,179,35.25,
Chum,Adult,2004,Gorge,St_Cloud,Duncan_Channel,NA,Census,11,NA,
Chum,Adult,2004,Gorge,St_Cloud,Duncan_Hatchery,NA,NA,NA,NA,
Chum,Adult,2004,Gorge,St_Cloud,St_Cloud,NA,Live tagging,115,14.46,
Chum,Adult,2005,Gorge,St_Cloud,Duncan_Channel,NA,Census,1,NA,
Chum,Adult,2005,Gorge,St_Cloud,Duncan_Hatchery,TRUE,Census,1,NA,
Chum,Adult,2005,Gorge,St_Cloud,St_Cloud,NA,Live tagging,95,35.2,
Chum,Adult,2006,Gorge,St_Cloud,Duncan_Channel,NA,Census,2,NA,
Chum,Adult,2006,Gorge,St_Cloud,Duncan_Hatchery,TRUE,Census,18,NA,
Chum,Adult,2006,Gorge,St_Cloud,St_Cloud,NA,Live tagging,160,21.14,
Chum,Adult,2007,Gorge,St_Cloud,Duncan_Channel,NA,NA,NA,NA,
Chum,Adult,2007,Gorge,St_Cloud,Duncan_Hatchery,NA,NA,NA,NA,
Chum,Adult,2007,Gorge,St_Cloud,St_Cloud,NA,Min #,3,NA,
Chum,Adult,2008,Gorge,St_Cloud,Duncan_Channel,NA,NA,NA,NA,
Chum,Adult,2008,Gorge,St_Cloud,Duncan_Hatchery,NA,NA,NA,NA,
Chum,Adult,2008,Gorge,St_Cloud,St_Cloud,NA,Min #,1,NA,
Chum,Adult,2009,Gorge,St_Cloud,Duncan_Channel,NA,Census,1,NA,
Chum,Adult,2009,Gorge,St_Cloud,Duncan_Hatchery,NA,NA,NA,NA,
Chum,Adult,2009,Gorge,St_Cloud,St_Cloud,NA,Live tagging,28,13.66,
Chum,Adult,2010,Gorge,St_Cloud,Duncan_Channel,NA,NA,NA,NA,
Chum,Adult,2010,Gorge,St_Cloud,Duncan_Hatchery,NA,NA,NA,NA,
Chum,Adult,2010,Gorge,St_Cloud,St_Cloud,NA,Live tagging,125,40.79,
Chum,Adult,2011,Gorge,St_Cloud,Duncan_Channel,NA,Census,3,NA,
Chum,Adult,2011,Gorge,St_Cloud,Duncan_Hatchery,TRUE,Census,11,NA,
Chum,Adult,2011,Gorge,St_Cloud,St_Cloud,NA,Live tagging,329,55.19,
Chum,Adult,2012,Gorge,St_Cloud,Duncan_Channel,NA,NA,NA,NA,
Chum,Adult,2012,Gorge,St_Cloud,Duncan_Hatchery,NA,NA,NA,NA,
Chum,Adult,2012,Gorge,St_Cloud,St_Cloud,NA,NA,NA,NA,
Chum,Adult,2013,Gorge,St_Cloud,Duncan_Channel,NA,Census,3,NA,
Chum,Adult,2013,Gorge,St_Cloud,Duncan_Hatchery,TRUE,Census,4,NA,
Chum,Adult,2013,Gorge,St_Cloud,St_Cloud,NA,Live tagging,77,17.83,
Chum,Adult,2014,Gorge,St_Cloud,Duncan_Channel,NA,Census,3,NA,
Chum,Adult,2014,Gorge,St_Cloud,Duncan_Hatchery,TRUE,Census,3,NA,
Chum,Adult,2014,Gorge,St_Cloud,St_Cloud,NA,Live tagging,79,15.82,
Chum,Adult,2015,Gorge,St_Cloud,Duncan_Channel,NA,Census,1,NA,
Chum,Adult,2015,Gorge,St_Cloud,Duncan_Hatchery,NA,NA,NA,NA,
Chum,Adult,2015,Gorge,St_Cloud,St_Cloud,NA,Live tagging,343,31.28,
Chum,Adult,2016,Gorge,St_Cloud,Duncan_Channel,NA,NA,NA,NA,
Chum,Adult,2016,Gorge,St_Cloud,Duncan_Hatchery,TRUE,Census,3,NA,
Chum,Adult,2016,Gorge,St_Cloud,St_Cloud,NA,Live tagging,239,30.25,
Chum,Adult,2017,Gorge,St_Cloud,Duncan_Channel,NA,Census,11,NA,
Chum,Adult,2017,Gorge,St_Cloud,Duncan_Hatchery,TRUE,Census,4,NA,
Chum,Adult,2017,Gorge,St_Cloud,St_Cloud,NA,Live tagging,88,27.91,
Chum,Adult,2018,Gorge,St_Cloud,Duncan_Channel,NA,Census,2,NA,
Chum,Adult,2018,Gorge,St_Cloud,Duncan_Hatchery,TRUE,Census,0,NA,
Chum,Adult,2018,Gorge,St_Cloud,St_Cloud,NA,Live tagging,121,181.25,
Chum,Adult,2019,Cascade,I205,Duncan_Channel,NA,Census,0,NA,
Chum,Adult,2019,Cascade,I205,I205,NA,Live tagging,1339,30.81,
Chum,Adult,2019,Cascade,I205,Lewis_Hatchery,TRUE,Census,82,NA,
Chum,Adult,2019,Coastal,Grays_CJ,Grays_CJ,NA,Carc tagging,72,123.11,
Chum,Adult,2019,Coastal,Grays_MS,Grays_Hatchery,TBD,Census,222,NA,eggs transferred to Big Creek (111144) & Peterson RSI (41739); will need to reduce value in column Abund.Mean for Spawned == TRUE and add a second row for Spawned == FALSE to represent back-calculated adults transferred to Big Creek & Peterson RSI
Chum,Adult,2019,Coastal,Grays_MS,Grays_MS,NA,Carc tagging,3990,469.41,
Chum,Adult,2019,Coastal,Grays_WF,Grays_WF,NA,Carc tagging,3406,458.38,
Chum,Adult,2019,Gorge,Duncan_Creek,Duncan_Channel,NA,Census,76,NA,
Chum,Adult,2019,Gorge,Duncan_Creek,Duncan_Creek,NA,Census,0,NA,
Chum,Adult,2019,Gorge,Duncan_Creek,Duncan_Hatchery,TRUE,Census,0,NA,
Chum,Adult,2019,Gorge,Hamilton_Channel,Duncan_Channel,NA,Census,8,NA,
Chum,Adult,2019,Gorge,Hamilton_Channel,Duncan_Hatchery,TRUE,Census,0,NA,
Chum,Adult,2019,Gorge,Hamilton_Channel,Hamilton_Channel,NA,Carc tagging,333,8.19,
Chum,Adult,2019,Gorge,Hamilton_Creek,Hamilton_Creek,NA,Carc tagging,1367,66.95,
Chum,Adult,2019,Gorge,Hardy_Creek,Hardy_Creek,NA,Carc tagging,64,11.98,
Chum,Adult,2019,Gorge,Horsetail,Duncan_Channel,NA,Census,4,NA,
Chum,Adult,2019,Gorge,Horsetail,Duncan_Hatchery,TRUE,Census,17,NA,
Chum,Adult,2019,Gorge,Horsetail,Horsetail,NA,Live tagging,192,17.24,
Chum,Adult,2019,Gorge,Ives,Duncan_Channel,NA,Census,12,NA,
Chum,Adult,2019,Gorge,Ives,Duncan_Hatchery,TRUE,Census,79,NA,
Chum,Adult,2019,Gorge,Ives,Ives,NA,Proportional,2940,NA,
Chum,Adult,2019,Gorge,Multnomah,Duncan_Channel,NA,Census,6,NA,
Chum,Adult,2019,Gorge,Multnomah,Duncan_Hatchery,TRUE,Census,0,NA,
Chum,Adult,2019,Gorge,Multnomah,Multnomah,NA,Live tagging,464,59.19,
Chum,Adult,2019,Gorge,St_Cloud,Duncan_Channel,NA,Census,0,NA,
Chum,Adult,2019,Gorge,St_Cloud,Duncan_Hatchery,TRUE,Census,0,NA,
Chum,Adult,2019,Gorge,St_Cloud,St_Cloud,NA,Live tagging,89,110.81,
Chum,Adult,2020,Cascade,I205,Duncan_Channel,NA,Census,0,NA,
Chum,Adult,2020,Cascade,I205,I205,NA,Live tagging,2242,50.7182,
Chum,Adult,2020,Cascade,I205,Lewis_Hatchery,TRUE,Census,82,NA,
Chum,Adult,2020,Coastal,Grays_CJ,Grays_CJ,NA,Carc tagging,2863,286.067,
Chum,Adult,2020,Coastal,Grays_MS,Grays_Hatchery,TBD,Census,195,NA,"eggs transferred to Big Creek (49512) & Peterson RSI (40580) plus fry outplanted to Skamokawa (53658) ; will need to reduce value in column Abund.Mean for Spawned == TRUE and add a second row for Spawned == FALSE to represent back-calculated adults transferred to Big Creek, Peterson RSI, & Skamokawa."
Chum,Adult,2020,Coastal,Grays_MS,Grays_MS,NA,Carc tagging,7528,1332.788,
Chum,Adult,2020,Coastal,Grays_WF,Grays_WF,NA,Carc tagging,3055,137.931,
Chum,Adult,2020,Gorge,Duncan_Creek,Duncan_Channel,NA,Census,78,NA,
Chum,Adult,2020,Gorge,Duncan_Creek,Duncan_Creek,NA,Census,0,NA,
Chum,Adult,2020,Gorge,Duncan_Creek,Duncan_Hatchery,TRUE,Census,0,NA,
Chum,Adult,2020,Gorge,Hamilton_Channel,Duncan_Channel,NA,Census,0,NA,
Chum,Adult,2020,Gorge,Hamilton_Channel,Duncan_Hatchery,TRUE,Census,0,NA,
Chum,Adult,2020,Gorge,Hamilton_Channel,Hamilton_Channel,NA,Carc tagging,413,17.87839671,
Chum,Adult,2020,Gorge,Hamilton_Creek,Hamilton_Creek,NA,Carc tagging,1118,112.989,
Chum,Adult,2020,Gorge,Hardy_Creek,Hardy_Creek,NA,Carc tagging,104,21.375,
Chum,Adult,2020,Gorge,Horsetail,Duncan_Channel,NA,Census,7,NA,
Chum,Adult,2020,Gorge,Horsetail,Duncan_Hatchery,TRUE,Census,3,NA,
Chum,Adult,2020,Gorge,Horsetail,Horsetail,NA,Live tagging,125,27.907,
Chum,Adult,2020,Gorge,Ives,Duncan_Channel,NA,Census,21,NA,
Chum,Adult,2020,Gorge,Ives,Duncan_Hatchery,TRUE,Census,81,NA,
Chum,Adult,2020,Gorge,Ives,Ives,NA,Proportional,879,NA,
Chum,Adult,2020,Gorge,Multnomah,Duncan_Channel,NA,Census,17,NA,
Chum,Adult,2020,Gorge,Multnomah,Duncan_Hatchery,TRUE,Census,4,NA,
Chum,Adult,2020,Gorge,Multnomah,Multnomah,NA,Live tagging,536,31,
Chum,Adult,2020,Gorge,St_Cloud,Duncan_Channel,NA,Census,0,NA,
Chum,Adult,2020,Gorge,St_Cloud,Duncan_Hatchery,TRUE,Census,0,NA,
Chum,Adult,2020,Gorge,St_Cloud,St_Cloud,NA,Live tagging,90,40.312,
Chum,Adult,2021,Coastal,Grays_CJ,Grays_CJ,NA,Carc tagging,6279.363,599.563,
Chum,Adult,2021,Coastal,Grays_MS,Grays_Hatchery,TBD,Census,192,NA,eggs transferred to Peterson RSI (52485); will need to reduce value in column Abund.Mean for Spawned == TRUE and add a second row for Spawned == FALSE to represent back-calculated adults transferred to Peterson RSI
Chum,Adult,2021,Coastal,Grays_MS,Grays_MS,NA,Carc tagging,3842,531.32,
Chum,Adult,2021,Coastal,Grays_WF,Grays_WF,NA,Carc tagging,7293,531.32,
Chum,Adult,2021,Gorge,Duncan_Creek,Duncan_Channel,NA,Census,488,NA,
Chum,Adult,2021,Gorge,Duncan_Creek,Duncan_Creek,NA,Census,0,NA,
Chum,Adult,2021,Gorge,Duncan_Creek,Duncan_Hatchery,TRUE,Census,0,NA,
Chum,Adult,2021,Gorge,Hamilton_Channel,Duncan_Channel,NA,Census,0,NA,
Chum,Adult,2021,Gorge,Hamilton_Channel,Duncan_Hatchery,TRUE,Census,9,NA,
Chum,Adult,2021,Gorge,Hamilton_Channel,Hamilton_Channel,NA,Carc tagging,1465,157.44,
Chum,Adult,2021,Gorge,Hamilton_Creek,Hamilton_Creek,NA,Carc tagging,1219,97.88,
Chum,Adult,2021,Gorge,Hardy_Creek,Hardy_Creek,NA,Carc tagging,166,14,
Chum,Adult,2021,Gorge,Horsetail,Duncan_Channel,NA,Census,2,NA,
Chum,Adult,2021,Gorge,Horsetail,Duncan_Hatchery,TRUE,Census,0,NA,
Chum,Adult,2021,Gorge,Horsetail,Horsetail,NA,Live tagging,474,62,
Chum,Adult,2021,Cascade,I205,Duncan_Channel,NA,Census,0,NA,
Chum,Adult,2021,Cascade,I205,I205,NA,Live tagging,3783,78.75,
Chum,Adult,2021,Cascade,I205,Lewis_Hatchery,TRUE,Census,100,NA,
Chum,Adult,2021,Gorge,Ives,Duncan_Channel,NA,Census,34,NA,
Chum,Adult,2021,Gorge,Ives,Duncan_Hatchery,TRUE,Census,100,NA,
Chum,Adult,2021,Gorge,Ives,Ives,NA,Proportional,3476,NA,KB - estimate must have been updated at some point; was previously entered as 2216
Chum,Adult,2021,Gorge,Multnomah,Duncan_Channel,NA,Census,6,NA,
Chum,Adult,2021,Gorge,Multnomah,Duncan_Hatchery,TRUE,Census,0,NA,
Chum,Adult,2021,Gorge,Multnomah,Multnomah,NA,Live tagging,630,72.35,
Chum,Adult,2021,Gorge,St_Cloud,Duncan_Channel,NA,Census,0,NA,
Chum,Adult,2021,Gorge,St_Cloud,Duncan_Hatchery,TRUE,Census,0,NA,
Chum,Adult,2021,Gorge,St_Cloud,St_Cloud,NA,Live tagging,460,62.2,
Chum,Adult,2022,Coastal,Grays_CJ,Grays_CJ,NA,Carc tagging,3318,338.83,
Chum,Adult,2022,Coastal,Grays_MS,Grays_Hatchery,TBD,Census,194,NA,eggs transferred to Peterson RSI (42356); will need to reduce value in column Abund.Mean for Spawned == TRUE and add a second row for Spawned == FALSE to represent back-calculated adults transferred to Peterson RSI
Chum,Adult,2022,Coastal,Grays_MS,Grays_MS,NA,Carc tagging,6055.057,1313.927,
Chum,Adult,2022,Coastal,Grays_WF,Grays_WF,NA,Carc tagging,3655.565,263.425,
Chum,Adult,2022,Gorge,Duncan_Creek,Duncan_Channel,NA,Census,255,NA,
Chum,Adult,2022,Gorge,Duncan_Creek,Duncan_Creek,NA,Census,0,NA,
Chum,Adult,2022,Gorge,Duncan_Creek,Duncan_Hatchery,TRUE,Census,0,NA,
Chum,Adult,2022,Gorge,Hamilton_Channel,Duncan_Channel,NA,Census,0,NA,
Chum,Adult,2022,Gorge,Hamilton_Channel,Duncan_Hatchery,TRUE,Census,14,NA,
Chum,Adult,2022,Gorge,Hamilton_Channel,Hamilton_Channel,NA,Carc tagging,991,87.73,
Chum,Adult,2022,Gorge,Hamilton_Creek,Hamilton_Creek,NA,Carc tagging,965,60.98,
Chum,Adult,2022,Gorge,Hardy_Creek,Hardy_Creek,NA,Carc tagging,17,NA,
Chum,Adult,2022,Gorge,Horsetail,Duncan_Channel,NA,Census,2,NA,
Chum,Adult,2022,Gorge,Horsetail,Duncan_Hatchery,TRUE,Census,2,NA,
Chum,Adult,2022,Gorge,Horsetail,Horsetail,NA,Live tagging,373,87.73,
Chum,Adult,2022,Cascade,I205,Duncan_Channel,NA,Census,0,NA,
Chum,Adult,2022,Cascade,I205,I205,NA,Live tagging,4077,128.86,
Chum,Adult,2022,Cascade,I205,Lewis_Hatchery,TRUE,Census,101,NA,
Chum,Adult,2022,Gorge,Ives,Duncan_Channel,NA,Census,14,NA,
Chum,Adult,2022,Gorge,Ives,Duncan_Hatchery,TRUE,Census,70,NA,
Chum,Adult,2022,Gorge,Ives,Ives,NA,Proportional,3536,NA,
Chum,Adult,2022,Gorge,Multnomah,Duncan_Channel,NA,Census,0,NA,
Chum,Adult,2022,Gorge,Multnomah,Duncan_Hatchery,TRUE,Census,0,NA,
Chum,Adult,2022,Gorge,Multnomah,Multnomah,NA,Live tagging,971,62,
Chum,Adult,2022,Gorge,St_Cloud,Duncan_Channel,NA,Census,2,NA,
Chum,Adult,2022,Gorge,St_Cloud,Duncan_Hatchery,TRUE,Census,0,NA,
Chum,Adult,2022,Gorge,St_Cloud,St_Cloud,NA,Live tagging,158,576.77,
Chum,Adult,2023,Coastal,Grays_CJ,Grays_CJ,NA,Carc tagging,2755.398,341.83,
Chum,Adult,2023,Coastal,Grays_MS,Grays_Hatchery,TBD,Census,,,eggs transferred to Peterson RSI (45839); will need to reduce value in column Abund.Mean for Spawned == TRUE and add a second row for Spawned == FALSE to represent back-calculated adults transferred to Peterson RSI
Chum,Adult,2023,Coastal,Grays_MS,Grays_MS,NA,Carc tagging,1513,53.78,
Chum,Adult,2023,Coastal,Grays_WF,Grays_WF,NA,Carc tagging,2278.532,199.566,
Chum,Adult,2023,Gorge,Duncan_Creek,Duncan_Creek,NA,Census,0,NA,
Chum,Adult,2023,Gorge,Duncan_Creek,Duncan_Hatchery,NA,Census,,,
Chum,Adult,2023,Gorge,Duncan_Creek,Duncan_Channel,NA,Census,104,NA,
Chum,Adult,2023,Gorge,Hamilton_Channel,Duncan_Channel,NA,Census,,,
Chum,Adult,2023,Gorge,Hamilton_Channel,Duncan_Hatchery,NA,Census,,,
Chum,Adult,2023,Gorge,Hamilton_Channel,Hamilton_Channel,NA,Carc tagging,1142.726,65.491,
Chum,Adult,2023,Gorge,Hamilton_Creek,Hamilton_Creek,NA,Carc tagging,1712.447,148.002,
Chum,Adult,2023,Gorge,Hardy_Creek,Hardy_Creek,NA,Carc tagging,,,
Chum,Adult,2023,Gorge,Horsetail,Duncan_Channel,NA,Census,,,
